,temperature,humidity,altitude,rain,sunshine,sow
7620,23.29,0.6487,1402.39,145.23,4.92,0
7621,19.7,0.5909,1486.91,153.56,4.86,1
7622,23.34,0.5563,1530.7,141.96,4.91,0
7623,22.37,0.621,1510.53,144.79,4.88,0
7624,16.95,0.5886,1584.11,152.24,4.91,0
7625,24.57,0.6353,1384.92,154.12,5.15,0
7626,18.45,0.5537,1597.41,167.1,4.92,0
7627,21.24,0.5317,1628.91,149.48,5.0,1
7628,21.54,0.5971,1335.87,129.94,5.07,1
7629,18.21,0.5922,1480.08,139.24,4.92,0
7630,15.39,0.5502,1530.92,149.61,5.2,0
7631,14.46,0.6206,1500.05,136.12,5.04,0
7632,19.03,0.7581,1551.15,134.74,5.02,1
7633,23.18,0.5878,1602.62,144.25,5.04,0
7634,16.43,0.7461,1529.07,147.49,4.95,0
7635,18.77,0.5626,1639.9,169.18,4.99,0
7636,20.05,0.6114,1510.04,173.99,5.1,1
7637,22.22,0.62,1723.36,150.22,4.9,0
7638,17.5,0.625,1594.74,152.28,5.09,0
7639,17.48,0.5955,1491.58,148.39,4.87,0
7640,25.4,0.5752,1569.15,153.05,5.0,0
7641,19.73,0.6397,1452.47,137.67,4.85,1
7642,21.92,0.6512,1612.41,152.53,4.85,1
7643,19.88,0.6642,1491.89,158.91,5.01,1
7644,21.7,0.6127,1652.92,148.42,4.99,1
7645,21.68,0.6807,1491.64,148.76,4.85,1
7646,23.0,0.5854,1526.4,153.98,5.04,0
7647,21.39,0.6146,1586.86,155.15,4.96,1
7648,23.42,0.619,1639.11,145.53,5.18,0
7649,20.08,0.6159,1510.41,142.56,4.92,1
7650,16.75,0.6013,1510.38,155.69,4.98,0
7651,20.24,0.5397,1437.6,170.95,4.87,1
7652,21.61,0.5987,1558.69,168.21,5.1,1
7653,20.71,0.5484,1487.45,177.37,5.05,1
7654,20.48,0.6774,1427.86,129.16,5.0,1
7655,22.3,0.6265,1532.79,152.89,5.0,0
7656,22.2,0.5289,1373.94,134.35,5.09,0
7657,19.54,0.6054,1602.9,140.82,4.72,1
7658,22.83,0.5473,1653.86,172.03,5.13,0
7659,18.33,0.4737,1493.73,133.54,5.13,0
7660,20.97,0.6162,1413.57,181.26,4.83,0
7661,21.09,0.5876,1244.57,166.82,5.17,1
7662,17.64,0.6077,1536.0,134.2,5.0,0
7663,20.12,0.5908,1463.23,156.89,4.84,1
7664,21.64,0.5158,1575.46,173.6,5.13,1
7665,21.83,0.6135,1582.99,147.75,5.03,1
7666,18.32,0.422,1497.25,130.58,4.99,0
7667,14.01,0.5688,1535.68,155.64,5.05,0
7668,17.88,0.6152,1612.8,160.27,4.82,0
7669,21.43,0.6412,1672.48,159.24,5.1,1
7670,18.26,0.603,1496.75,172.04,4.96,0
7671,21.97,0.6326,1551.17,139.81,5.08,1
7672,19.53,0.7257,1602.28,144.02,5.01,1
7673,14.69,0.6626,1439.16,139.05,5.14,0
7674,20.08,0.5224,1392.27,142.62,4.96,1
7675,22.29,0.6788,1626.57,163.67,4.92,0
7676,21.75,0.7086,1388.63,143.15,4.97,1
7677,18.97,0.7086,1459.09,161.42,5.11,0
7678,19.1,0.4748,1495.66,152.54,4.97,0
7679,25.0,0.6556,1480.39,159.39,5.04,0
7680,28.06,0.6362,1256.62,151.99,5.04,0
7681,19.9,0.6095,1525.94,161.0,4.98,1
7682,20.0,0.6069,1544.82,153.64,5.06,1
7683,22.73,0.638,1551.81,140.31,4.93,0
7684,16.97,0.6265,1451.63,150.33,4.97,0
7685,17.88,0.5557,1723.58,157.8,4.9,0
7686,17.21,0.6082,1623.78,143.71,4.96,0
7687,18.11,0.6471,1571.78,162.42,5.0,0
7688,19.0,0.6154,1539.36,148.32,4.83,1
7689,16.93,0.5449,1561.39,158.13,4.99,0
7690,20.46,0.5668,1422.86,153.97,4.93,1
7691,21.78,0.6203,1457.67,136.2,4.96,1
7692,23.07,0.6304,1509.86,148.41,5.01,0
7693,12.72,0.6054,1548.92,134.42,4.81,0
7694,19.0,0.5825,1506.48,128.86,5.1,1
7695,21.01,0.5669,1353.04,136.46,5.21,1
7696,18.43,0.8214,1585.45,160.9,4.85,0
7697,23.91,0.6797,1458.2,152.66,5.07,0
7698,21.07,0.5114,1628.27,149.33,5.02,1
7699,20.38,0.4884,1532.68,168.22,5.06,0
7700,21.41,0.6666,1449.1,154.79,5.01,1
7701,21.1,0.6505,1510.12,140.9,5.04,1
7702,24.47,0.5205,1383.72,151.69,5.05,0
7703,23.41,0.6662,1552.62,140.38,4.94,0
7704,20.86,0.603,1543.49,147.08,4.95,1
7705,18.03,0.5499,1515.14,141.26,5.05,0
7706,20.82,0.4417,1637.56,153.19,5.08,0
7707,18.0,0.6175,1445.54,146.27,5.16,0
7708,23.44,0.6507,1522.28,131.19,4.96,0
7709,20.43,0.7958,1404.93,146.84,5.08,1
7710,19.09,0.5948,1348.07,118.96,4.98,0
7711,23.18,0.666,1461.48,135.39,4.99,0
7712,20.51,0.6246,1509.71,139.29,4.81,1
7713,22.01,0.5819,1443.12,152.22,4.91,0
7714,17.2,0.5911,1460.5,159.82,4.81,0
7715,18.26,0.8371,1597.15,157.3,5.08,0
7716,18.42,0.8231,1424.62,144.01,5.07,0
7717,20.36,0.5826,1454.75,167.07,4.95,1
7718,16.61,0.5549,1456.7,141.74,4.98,0
7719,18.73,0.5965,1490.27,149.53,5.07,0
7720,26.32,0.6482,1667.01,143.84,4.93,0
7721,19.04,0.6887,1516.34,143.74,5.08,1
7722,20.7,0.4728,1485.72,139.66,4.93,0
7723,21.25,0.6426,1316.57,154.7,5.05,1
7724,18.99,0.4467,1646.32,150.73,5.06,0
7725,22.18,0.6291,1630.58,151.26,5.03,0
7726,18.27,0.4852,1330.6,171.01,4.85,0
7727,21.08,0.6594,1532.89,161.88,4.84,1
7728,18.33,0.5597,1579.35,137.66,4.85,0
7729,16.91,0.6768,1512.48,161.9,5.04,0
7730,19.99,0.5795,1613.46,149.61,5.02,1
7731,18.47,0.6229,1418.42,148.35,4.89,0
7732,18.38,0.5208,1528.36,162.74,5.0,0
7733,20.21,0.572,1576.19,138.36,5.13,1
7734,19.9,0.6835,1411.62,161.5,5.03,1
7735,22.63,0.5299,1285.36,163.36,5.01,0
7736,20.16,0.6697,1502.33,148.7,4.84,1
7737,22.69,0.6158,1511.2,140.96,4.98,0
7738,21.04,0.5747,1370.69,160.32,5.06,1
7739,20.17,0.5882,1502.54,143.21,5.06,1
7740,17.96,0.6237,1495.62,148.45,5.14,0
7741,18.79,0.6573,1583.16,149.67,4.87,0
7742,18.1,0.7594,1577.0,160.08,4.89,0
7743,20.06,0.6461,1434.54,146.74,4.94,1
7744,20.86,0.6546,1466.72,162.34,5.13,1
7745,15.45,0.5972,1599.08,155.38,5.19,0
7746,21.81,0.5588,1465.02,143.54,4.93,1
7747,22.5,0.6641,1415.74,161.01,4.94,0
7748,22.03,0.5787,1447.12,151.78,4.9,0
7749,21.02,0.6472,1353.27,154.35,5.11,1
7750,20.17,0.602,1445.95,139.24,4.94,1
7751,24.16,0.6904,1529.4,165.64,5.19,0
7752,17.39,0.5313,1489.29,161.06,5.06,0
7753,24.38,0.6101,1720.92,156.03,4.89,0
7754,20.14,0.6045,1492.0,146.23,5.04,1
7755,24.8,0.62,1547.93,146.62,5.17,0
7756,27.71,0.7005,1567.79,147.11,4.85,0
7757,18.61,0.586,1511.46,141.04,4.93,0
7758,24.2,0.5901,1567.1,136.83,5.25,0
7759,19.05,0.6036,1762.55,152.03,5.02,1
7760,20.85,0.6413,1531.28,157.53,5.18,1
7761,16.54,0.5659,1529.3,137.94,5.18,0
7762,20.78,0.6044,1408.09,155.06,5.03,1
7763,14.87,0.5098,1659.78,151.57,5.04,0
7764,19.52,0.693,1503.1,137.18,5.08,1
7765,17.62,0.6037,1352.33,150.59,4.98,0
7766,22.6,0.4894,1513.46,163.75,4.88,0
7767,22.05,0.6536,1414.82,143.95,4.95,0
7768,23.78,0.6472,1305.37,147.72,5.02,0
7769,23.3,0.5999,1507.2,167.3,5.0,0
7770,16.28,0.6553,1516.37,145.46,4.9,0
7771,23.86,0.4666,1554.26,137.94,4.93,0
7772,24.77,0.5122,1490.31,143.98,5.12,0
7773,19.27,0.6575,1446.13,152.03,4.97,1
7774,15.97,0.6425,1456.71,147.31,5.01,0
7775,21.24,0.5524,1475.47,156.69,5.04,1
7776,21.45,0.6148,1592.91,138.24,4.87,1
7777,17.01,0.6355,1611.32,160.96,4.9,0
7778,21.3,0.657,1525.74,159.94,5.13,1
7779,18.89,0.5365,1650.96,149.81,4.94,0
7780,20.16,0.4354,1468.39,162.85,4.98,0
7781,18.27,0.6527,1409.15,151.87,4.92,0
7782,26.57,0.5772,1376.54,139.53,4.79,0
7783,21.54,0.6634,1717.13,143.3,5.06,1
7784,20.04,0.6639,1539.31,150.27,4.89,1
7785,17.91,0.733,1578.22,144.92,5.07,0
7786,21.43,0.6622,1735.21,143.89,4.91,1
7787,19.48,0.7103,1454.0,154.9,4.99,1
7788,15.5,0.7451,1541.7,158.41,4.88,0
7789,21.93,0.6435,1595.44,134.8,5.0,1
7790,21.07,0.658,1586.23,151.82,4.92,1
7791,18.39,0.5462,1686.67,152.17,4.97,0
7792,15.48,0.6609,1423.1,154.36,5.09,0
7793,19.61,0.6996,1404.14,174.35,5.13,1
7794,23.97,0.548,1493.86,146.55,4.95,0
7795,18.31,0.4628,1474.9,152.97,5.03,0
7796,18.0,0.6239,1374.78,139.25,5.08,0
7797,24.11,0.7386,1597.7,150.82,5.07,0
7798,19.55,0.6881,1568.84,125.96,5.06,1
7799,16.99,0.517,1512.92,150.28,5.07,0
7800,19.07,0.5817,1572.5,179.55,4.91,1
7801,22.87,0.4441,1539.21,149.3,4.93,0
7802,18.38,0.7597,1477.0,151.68,4.87,0
7803,23.81,0.7258,1523.76,155.64,5.05,0
7804,18.93,0.6047,1494.35,161.67,4.96,0
7805,19.41,0.576,1565.44,150.24,5.15,1
7806,17.96,0.7454,1365.02,164.44,5.03,0
7807,15.75,0.4256,1384.56,150.41,4.76,0
7808,20.23,0.5643,1459.66,146.01,5.22,1
7809,19.13,0.6435,1397.17,135.43,4.95,1
7810,22.67,0.3843,1595.61,165.8,4.91,0
7811,19.79,0.5072,1488.95,142.97,5.04,1
7812,17.92,0.4845,1533.73,154.59,4.85,0
7813,21.23,0.6968,1301.78,159.56,5.09,1
7814,22.13,0.5875,1600.96,149.34,5.05,0
7815,19.03,0.5648,1493.9,145.23,4.94,1
7816,20.65,0.5141,1521.79,159.16,5.02,1
7817,13.93,0.5629,1521.45,152.61,5.07,0
7818,20.71,0.5455,1401.07,151.63,5.02,1
7819,18.92,0.5099,1552.64,157.55,4.88,0
7820,19.98,0.6815,1703.17,152.86,5.06,1
7821,21.18,0.6664,1325.28,159.69,4.97,1
7822,20.25,0.6829,1362.07,153.57,4.98,1
7823,20.98,0.6207,1417.91,149.03,5.01,1
7824,18.87,0.4909,1570.33,155.42,4.89,0
7825,26.57,0.5434,1346.78,146.41,5.16,0
7826,20.73,0.5319,1423.62,135.99,5.07,1
7827,19.61,0.636,1533.53,158.63,4.93,1
7828,20.59,0.6253,1404.46,149.4,4.83,1
7829,21.33,0.5894,1204.03,157.31,4.91,1
7830,18.97,0.4835,1529.19,135.19,5.06,0
7831,23.14,0.4341,1602.23,131.81,4.94,0
7832,18.57,0.6058,1696.2,158.75,4.99,0
7833,19.27,0.5766,1483.64,145.83,4.95,1
7834,24.3,0.622,1603.45,147.55,5.08,0
7835,20.1,0.6278,1518.55,162.61,4.98,1
7836,23.52,0.5694,1398.89,144.7,5.04,0
7837,22.01,0.5808,1423.17,158.53,5.14,0
7838,22.83,0.4086,1495.08,155.66,5.28,0
7839,21.21,0.7571,1427.35,151.41,4.98,1
7840,21.43,0.4943,1340.67,157.26,5.03,0
7841,21.09,0.7078,1485.99,147.61,5.0,1
7842,19.74,0.4808,1504.51,174.73,5.06,0
7843,18.34,0.6605,1589.26,153.05,5.11,0
7844,17.2,0.4331,1574.36,148.03,5.08,0
7845,20.4,0.5765,1627.17,130.42,4.92,1
7846,20.91,0.618,1497.21,155.38,5.0,1
7847,24.99,0.581,1748.81,139.12,5.02,0
7848,19.36,0.5937,1574.09,163.85,5.08,1
7849,23.16,0.6404,1485.95,148.96,5.05,0
7850,22.74,0.622,1543.38,147.43,5.09,0
7851,21.9,0.5031,1615.96,141.89,5.17,1
7852,19.99,0.6342,1435.91,151.33,4.98,1
7853,20.38,0.4685,1346.91,151.35,5.04,0
7854,17.94,0.6293,1488.3,155.93,5.18,0
7855,22.67,0.4521,1543.06,156.33,5.07,0
7856,13.47,0.4908,1347.58,142.82,4.98,0
7857,19.36,0.6125,1531.81,140.11,4.93,1
7858,24.56,0.673,1441.07,151.68,4.91,0
7859,22.79,0.5953,1491.13,143.95,4.96,0
7860,21.5,0.6623,1329.39,159.87,5.14,1
7861,20.49,0.6321,1479.4,164.79,5.01,1
7862,20.44,0.5229,1347.53,149.07,4.91,1
7863,24.29,0.5857,1495.76,139.27,4.96,0
7864,17.46,0.6164,1429.11,135.35,4.97,0
7865,23.2,0.5367,1568.23,144.42,4.96,0
7866,14.15,0.5087,1551.55,147.6,4.89,0
7867,22.79,0.5043,1442.15,148.8,5.06,0
7868,20.28,0.6452,1461.18,135.26,4.96,1
7869,20.17,0.6073,1476.23,139.51,5.06,1
7870,18.37,0.5638,1486.3,155.68,4.82,0
7871,21.83,0.6659,1524.6,155.86,5.09,1
7872,19.33,0.5342,1614.0,155.55,5.04,1
7873,19.49,0.6756,1518.84,161.19,4.94,1
7874,18.75,0.6899,1581.79,146.31,5.03,0
7875,17.11,0.61,1602.19,155.46,4.99,0
7876,20.75,0.659,1473.59,157.82,5.07,1
7877,21.8,0.5309,1482.71,141.14,4.98,1
7878,20.57,0.5424,1625.97,156.74,4.99,1
7879,24.6,0.6509,1557.02,139.05,4.99,0
7880,19.1,0.5125,1456.7,140.68,4.96,1
7881,20.6,0.6034,1322.68,142.64,4.99,1
7882,20.79,0.6684,1561.16,152.29,5.1,1
7883,18.23,0.6887,1587.27,134.58,5.2,0
7884,21.84,0.6046,1359.32,150.23,4.89,1
7885,20.95,0.5751,1459.02,153.73,4.96,1
7886,23.38,0.5283,1529.79,142.2,4.88,0
7887,17.86,0.5789,1466.52,164.08,5.03,0
7888,19.16,0.6515,1684.31,155.27,4.92,1
7889,22.56,0.5163,1279.08,152.78,5.17,0
7890,18.77,0.6195,1543.6,169.89,5.01,0
7891,15.98,0.5583,1424.52,163.0,5.05,0
7892,19.15,0.5458,1543.3,167.72,5.16,1
7893,17.56,0.4221,1489.86,137.9,4.94,0
7894,19.48,0.7119,1355.24,144.57,5.05,1
7895,20.53,0.6137,1448.42,149.6,4.95,1
7896,19.19,0.6166,1507.31,164.78,5.25,1
7897,17.18,0.612,1546.8,138.43,5.15,0
7898,16.13,0.6397,1753.09,165.88,4.85,0
7899,16.48,0.4505,1590.27,146.49,5.01,0
7900,19.02,0.5949,1458.68,157.96,4.96,1
7901,18.36,0.5884,1371.94,142.09,4.97,0
7902,17.65,0.6854,1588.12,142.57,4.94,0
7903,24.75,0.5712,1504.04,129.77,5.02,0
7904,22.18,0.5723,1440.18,151.52,4.9,0
7905,21.41,0.624,1413.63,144.01,4.84,1
7906,19.02,0.6527,1455.13,146.63,4.92,1
7907,21.37,0.666,1595.88,162.22,5.03,1
7908,16.79,0.7022,1336.51,144.28,4.92,0
7909,23.21,0.7223,1625.82,144.07,5.16,0
7910,24.84,0.6508,1465.4,162.58,5.03,0
7911,18.75,0.5041,1475.99,151.65,4.99,0
7912,21.75,0.63,1481.5,147.14,5.14,1
7913,18.24,0.7237,1416.08,152.63,5.13,0
7914,18.89,0.605,1447.12,141.38,4.92,0
7915,22.74,0.6442,1363.09,152.75,4.88,0
7916,24.46,0.4993,1464.45,143.37,4.96,0
7917,20.13,0.5798,1416.8,156.53,4.91,1
7918,21.54,0.5383,1548.88,142.09,4.94,1
7919,15.82,0.4494,1603.25,136.05,5.03,0
7920,17.25,0.6007,1662.19,135.46,5.01,0
7921,17.81,0.648,1444.84,155.21,4.83,0
7922,21.99,0.7165,1656.59,172.4,5.12,1
7923,18.8,0.5166,1373.5,154.66,4.96,0
7924,15.39,0.5539,1541.64,138.73,4.97,0
7925,20.79,0.5993,1377.3,157.7,4.99,1
7926,21.29,0.6173,1421.37,158.99,5.11,1
7927,21.11,0.5378,1516.59,152.88,4.98,1
7928,17.95,0.673,1534.12,144.14,5.13,0
7929,19.8,0.6193,1502.24,142.22,4.92,1
7930,19.92,0.5199,1425.8,144.32,4.85,1
7931,22.97,0.5628,1492.54,153.19,4.76,0
7932,14.72,0.7079,1489.38,151.69,5.05,0
7933,20.43,0.7189,1648.56,132.15,4.99,1
7934,19.68,0.5616,1406.81,145.78,4.83,1
7935,22.98,0.6538,1566.49,139.6,5.03,0
7936,23.87,0.7288,1532.1,157.97,4.97,0
7937,20.47,0.4231,1433.6,162.67,4.94,0
7938,21.41,0.4904,1547.85,159.8,4.88,0
7939,17.73,0.5919,1685.94,140.3,4.98,0
7940,21.4,0.5134,1689.05,150.19,5.03,1
7941,18.67,0.6493,1384.45,160.27,4.81,0
7942,20.03,0.5687,1571.32,168.5,5.04,1
7943,21.2,0.7105,1334.6,155.48,4.86,1
7944,19.72,0.5325,1352.68,160.51,4.97,1
7945,21.54,0.6024,1594.71,159.41,4.95,1
7946,18.08,0.5333,1606.79,149.41,5.14,0
7947,18.41,0.7753,1583.88,156.15,4.79,0
7948,22.08,0.4756,1506.1,134.09,4.99,0
7949,23.01,0.4591,1546.37,138.13,4.93,0
7950,19.61,0.5538,1663.03,156.88,5.05,1
7951,15.43,0.5361,1401.81,137.41,5.14,0
7952,18.44,0.4166,1496.24,146.97,5.19,0
7953,20.58,0.5249,1287.25,140.83,4.85,1
7954,17.26,0.5858,1482.2,143.94,5.01,0
7955,21.47,0.5889,1418.59,154.97,4.9,1
7956,19.68,0.6003,1457.86,150.1,4.93,1
7957,24.59,0.5616,1612.24,143.75,5.06,0
7958,23.0,0.6569,1432.07,153.78,5.18,0
7959,20.67,0.6685,1579.98,163.99,5.03,1
7960,22.71,0.6143,1457.26,132.93,4.96,0
7961,16.42,0.545,1450.61,149.98,5.1,0
7962,22.72,0.6535,1494.47,162.57,5.0,0
7963,20.29,0.6124,1566.49,154.28,5.11,1
7964,17.8,0.8043,1548.87,144.24,5.07,0
7965,18.59,0.6137,1698.44,162.24,4.94,0
7966,20.83,0.7252,1506.65,160.44,5.03,1
7967,21.62,0.5586,1364.13,159.42,5.14,1
7968,18.87,0.4634,1484.45,162.07,4.87,0
7969,21.6,0.4733,1417.77,147.45,4.98,0
7970,20.55,0.5749,1542.78,149.41,4.9,1
7971,24.39,0.6946,1498.91,141.09,4.92,0
7972,23.51,0.5569,1461.55,158.96,5.26,0
7973,21.34,0.7635,1687.31,144.85,4.91,1
7974,20.67,0.6019,1719.62,158.39,4.84,1
7975,19.9,0.6189,1544.89,156.61,5.17,1
7976,18.94,0.6887,1414.53,151.32,5.04,0
7977,17.13,0.6509,1481.31,160.32,5.16,0
7978,17.95,0.5105,1544.01,165.11,5.13,0
7979,17.95,0.6721,1456.68,145.73,5.16,0
7980,20.77,0.5773,1479.03,142.87,5.16,1
7981,20.15,0.4566,1401.14,143.8,5.03,0
7982,16.88,0.5692,1479.3,146.11,5.06,0
7983,20.97,0.6753,1381.52,164.64,5.07,1
7984,19.01,0.7366,1476.05,151.05,5.01,1
7985,18.55,0.4981,1413.31,159.48,4.99,0
7986,18.3,0.6642,1467.97,156.19,4.97,0
7987,21.29,0.6715,1424.5,160.07,5.22,1
7988,23.4,0.5027,1439.66,135.79,4.95,0
7989,22.58,0.6638,1516.0,139.3,4.91,0
7990,24.03,0.6208,1484.73,137.41,5.01,0
7991,19.13,0.7281,1491.2,156.11,5.05,1
7992,17.04,0.5647,1394.1,158.48,5.13,0
7993,22.64,0.5471,1525.19,152.48,5.04,0
7994,18.67,0.6881,1662.05,135.55,4.96,0
7995,20.47,0.6221,1494.72,160.46,5.01,1
7996,22.83,0.6019,1471.8,146.6,5.07,0
7997,23.86,0.6119,1651.94,152.18,5.0,0
7998,21.94,0.5595,1456.74,133.79,5.03,1
7999,23.15,0.5364,1478.47,155.33,4.84,0
8000,20.56,0.6723,1497.19,157.43,4.93,1
8001,16.27,0.6528,1584.17,151.24,5.01,0
8002,21.9,0.5138,1611.37,160.06,4.94,1
8003,22.99,0.5522,1508.43,158.04,5.0,0
8004,17.81,0.5257,1512.23,152.26,4.93,0
8005,19.91,0.6719,1585.11,140.59,5.09,1
8006,17.39,0.5663,1648.17,146.99,5.09,0
8007,23.48,0.6691,1515.65,162.44,4.81,0
8008,17.82,0.5954,1589.01,138.62,4.94,0
8009,19.75,0.6864,1590.71,162.77,5.0,1
8010,22.02,0.5192,1485.51,145.72,4.93,0
8011,21.08,0.568,1438.89,152.75,5.11,1
8012,19.93,0.6064,1431.36,150.65,5.01,1
8013,18.61,0.5293,1559.8,160.09,5.13,0
8014,20.3,0.5881,1470.39,157.29,5.14,1
8015,19.72,0.5501,1623.18,144.25,5.1,1
8016,18.29,0.7001,1645.1,162.64,4.96,0
8017,15.36,0.5328,1512.71,150.68,4.9,0
8018,19.85,0.5768,1492.84,155.52,5.07,1
8019,17.94,0.6109,1568.1,165.42,5.0,0
8020,21.11,0.4487,1483.16,147.92,5.03,0
8021,24.04,0.6345,1380.49,141.86,5.02,0
8022,18.71,0.6271,1389.85,130.64,5.08,0
8023,20.19,0.6035,1409.42,135.08,4.95,1
8024,21.39,0.6644,1615.14,152.44,5.11,1
8025,21.69,0.6251,1505.34,154.93,4.84,1
8026,22.58,0.6508,1468.62,148.14,4.74,0
8027,21.06,0.5213,1550.93,147.71,5.06,1
8028,17.73,0.6695,1377.27,166.56,5.16,0
8029,20.06,0.6151,1610.96,151.27,4.95,1
8030,23.69,0.6154,1572.4,146.77,5.07,0
8031,22.86,0.7849,1655.32,136.15,5.02,0
8032,18.53,0.7102,1465.54,166.6,5.05,0
8033,22.5,0.6276,1579.31,129.34,4.84,0
8034,20.58,0.6455,1530.94,159.76,5.17,1
8035,22.56,0.5862,1325.38,153.31,5.0,0
8036,21.68,0.5382,1411.05,156.22,5.04,1
8037,22.69,0.5373,1650.8,163.91,5.1,0
8038,18.34,0.3759,1461.4,164.4,5.02,0
8039,18.74,0.6823,1446.06,152.9,4.9,0
8040,19.84,0.4896,1482.37,141.81,4.96,0
8041,24.6,0.7492,1538.33,156.58,4.97,0
8042,19.76,0.4736,1491.87,151.4,5.01,0
8043,17.33,0.7005,1539.22,160.36,4.88,0
8044,21.09,0.677,1458.45,138.11,5.07,1
8045,24.56,0.6213,1490.6,145.51,4.85,0
8046,19.19,0.6221,1549.47,143.85,4.94,1
8047,19.49,0.7183,1425.31,140.6,5.07,1
8048,24.97,0.5864,1339.24,150.89,5.01,0
8049,19.97,0.6215,1407.92,152.08,4.9,1
8050,18.75,0.4693,1553.08,145.13,4.85,0
8051,18.8,0.5614,1464.43,141.02,4.96,0
8052,22.01,0.6251,1441.97,150.71,5.08,0
8053,20.39,0.6104,1533.99,141.99,5.01,1
8054,20.97,0.5137,1338.97,155.86,4.92,1
8055,19.02,0.6524,1374.45,159.54,4.9,1
8056,16.79,0.5323,1599.06,149.54,4.97,0
8057,22.28,0.5927,1315.27,148.01,5.1,0
8058,20.1,0.7259,1694.16,153.73,5.09,1
8059,20.01,0.4899,1380.15,143.32,4.89,0
8060,20.56,0.5246,1607.01,165.65,5.06,1
8061,21.17,0.6488,1403.84,160.21,5.1,1
8062,18.88,0.6201,1568.3,146.16,5.13,0
8063,18.48,0.5524,1514.0,158.91,4.97,0
8064,19.18,0.5167,1464.26,155.95,5.09,1
8065,17.11,0.5467,1621.68,160.5,4.95,0
8066,19.33,0.6983,1422.46,175.9,4.89,1
8067,19.63,0.5945,1479.86,151.03,5.07,1
8068,15.84,0.5995,1483.32,142.44,4.95,0
8069,25.13,0.4613,1460.15,163.58,5.05,0
8070,13.05,0.5947,1379.16,144.6,4.88,0
8071,24.62,0.5691,1328.08,140.9,5.0,0
8072,18.08,0.5857,1650.17,157.61,4.99,0
8073,22.38,0.5922,1607.11,141.05,4.91,0
8074,21.85,0.5126,1290.62,166.81,5.07,1
8075,19.75,0.5502,1486.69,168.9,5.09,1
8076,21.45,0.6629,1438.89,171.31,4.96,1
8077,19.2,0.5688,1318.7,135.82,5.05,1
8078,17.1,0.5573,1542.36,128.89,5.07,0
8079,21.67,0.6441,1443.06,145.01,4.97,1
8080,20.33,0.6455,1557.22,141.85,4.94,1
8081,19.86,0.5469,1466.53,141.43,5.01,1
8082,24.68,0.6307,1510.06,151.23,5.06,0
8083,22.28,0.662,1674.06,132.99,5.07,0
8084,21.02,0.6664,1358.38,141.96,4.91,1
8085,25.34,0.5245,1583.56,137.55,4.96,0
8086,20.67,0.4338,1395.91,135.04,4.99,0
8087,21.19,0.5836,1668.17,147.83,4.95,1
8088,20.25,0.5442,1517.24,149.67,5.03,1
8089,23.56,0.5233,1336.32,151.53,5.07,0
8090,18.93,0.5612,1561.11,153.6,4.97,0
8091,19.05,0.6135,1509.96,151.88,5.12,1
8092,17.97,0.5642,1483.09,148.42,5.02,0
8093,19.5,0.5938,1362.88,167.75,4.94,1
8094,19.23,0.6299,1511.93,156.21,5.02,1
8095,19.14,0.7593,1546.08,158.42,4.94,1
8096,23.77,0.5345,1480.39,163.37,5.11,0
8097,19.09,0.6899,1578.51,145.94,4.89,1
8098,22.53,0.5471,1465.99,136.82,5.04,0
8099,22.61,0.6128,1536.18,137.52,5.22,0
8100,17.34,0.5721,1336.98,153.83,4.87,0
8101,21.95,0.594,1334.21,162.48,4.88,1
8102,20.92,0.5549,1436.07,150.73,4.93,1
8103,16.88,0.5863,1707.01,141.74,5.0,0
8104,23.55,0.6949,1637.52,146.62,4.94,0
8105,23.26,0.6754,1519.31,140.92,5.18,0
8106,23.73,0.5986,1394.29,141.8,5.01,0
8107,22.31,0.6764,1514.66,140.91,4.85,0
8108,18.78,0.5806,1542.61,156.86,4.86,0
8109,21.86,0.6689,1332.08,155.22,4.95,1
8110,18.13,0.6409,1510.1,167.38,4.91,0
8111,19.91,0.5811,1413.39,144.87,4.97,1
8112,20.64,0.5449,1623.6,156.17,5.11,1
8113,21.97,0.5108,1468.37,137.08,5.04,1
8114,15.53,0.6541,1518.03,144.21,4.92,0
8115,24.73,0.6643,1668.56,147.4,5.1,0
8116,22.68,0.7142,1660.95,152.31,5.03,0
8117,21.34,0.6869,1572.61,144.54,4.98,1
8118,25.17,0.6258,1492.77,154.88,4.9,0
8119,23.4,0.4947,1602.66,145.99,4.92,0
8120,19.46,0.654,1383.88,162.49,5.03,1
8121,23.75,0.6105,1607.75,147.18,4.94,0
8122,26.27,0.5792,1617.04,142.38,5.03,0
8123,19.63,0.5661,1444.18,136.02,5.03,1
8124,21.21,0.5485,1449.05,146.33,5.1,1
8125,29.62,0.5125,1562.61,148.15,4.75,0
8126,19.09,0.5825,1635.24,151.09,4.98,1
8127,22.96,0.6683,1447.34,143.58,4.92,0
8128,17.59,0.5425,1447.7,153.72,4.8,0
8129,13.98,0.4697,1454.67,145.78,4.93,0
8130,15.47,0.7147,1471.54,146.49,4.97,0
8131,17.37,0.5013,1502.86,132.78,5.2,0
8132,15.8,0.5727,1598.13,156.4,5.16,0
8133,19.35,0.7322,1580.83,155.56,4.93,1
8134,20.45,0.6333,1452.03,154.91,4.82,1
8135,17.92,0.6511,1534.69,142.05,4.91,0
8136,19.8,0.5862,1631.18,147.07,5.04,1
8137,24.96,0.5432,1567.7,147.35,4.8,0
8138,21.51,0.8654,1622.06,130.49,5.01,0
